name,ID,bio
Wisewoman's daughter,Wisewoman's_daughter,"A wisewoman's daughter was a wildling healer in a village beyond the Wall. During the time when Mance_Rayder was still a member of the Night's Watch, he was on a ranging beyond the Wall when he was attacked by a shadowcat. The shadowcat's claws shredded his cloak, arm, and back, and his other brothers of the Night's Watch were afraid he would die before he could be brought to Maester Mullin at the Shadow Tower. They brought him to a wildling village where they knew an old wisewoman lived, and though she had passed away, her daughter took care of Mance. She cleaned his wounds and sewed them up, and fed him porridge and potions until he had recovered. While he recuperated, she mended his torn cloak with swatches of her treasured red silk, as a gift to him. Upon his return to the Shadow Tower, Mance was given a new black wool cloak to replace his mended one. Ser Denys_Mallister, his commander, admonished him that the Night's Watch only wore black, and that the red-patched cloak was not uniform, now only suitable for burning. Because of this infringement of his freedoms, Mance deserted the Night's Watch to live with the free folk in the way he wished."
Wolmer,Wolmer,Wolmer was a peasant in service to House Webber of Coldmoat. Wolmer defied Ser Bennis of the Brown Shield and refused to take down the dam that was being built across the Chequy Water. Ser Bennis slashed his face for his refusal.
Woth,Woth,Woth is one of the recruits for the Night’s Watch found by Yoren and is part of the band marching north to the Wall. Woth pulled an oar on a galley once.
Wulfe,Wulfe,Wulfe One-Ear is an ironborn raider in Victarion_Greyjoy's crew on the Iron Victory.
Wulfgar Hoare,Wulfgar_Hoare,"Wulfgar Hoare, known as Wulfgar the Widowmaker, was a King of the Iron Islands from House Hoare. The Hoare kings of his era were opposed by the priests of the Drowned God because of their support for the Faith of the Seven, discouraging of reaving, and promotion of trade. Wulfgar allowed the construction on Great Wyk of the first sept in the Iron Islands. His great-grandson was King Horgan_Hoare."
Wun Weg Wun Dar Wun,Wun_Weg_Wun_Dar_Wun,"Wun Weg Wun Dar Wun, nicknamed Wun Wun, is a giant who lives beyond the Wall. In the television adaptation Game of Thrones, Wun Wun is portrayed by Ian Whyte."
Wyl,Wyl_(guard),Wyl is a young member of the household guard of Lord Eddard_Stark at Winterfell.
Wyl the Whittler,Wyl_the_Whittler,Wyl the Whittler is a blind inhabitant of the riverlands.
Wyl Waynwood,Wyl_Waynwood,"Wyl Waynwood, better known as Wild Wyl Waynwood, was a member of House Waynwood, during the reign of King Daeron_II_Targaryen. Wild Wyl fought as a loyalist in Lord Donnel_Arryn's van at the Battle of the Redgrass Field. There, he was slain by Daemon_I_Blackfyre."
Lord Wyl (conquest of Dorne),Lord_Wyl_(conquest_of_Dorne),"Lord Wyl was the Lord of Wyl and the head of House Wyl during the Conquest of Dorne. His given name is unknown. After the death of King Daeron_I_Targaryen in Dorne under a peace banner, Prince Aemon_Targaryen_(son_of_Viserys_II) was imprisoned by Lord Wyl in a cage. King Baelor_I_Targaryen tried to obtain Aemon's release during his journey to Sunspear, but Lord Wyl refused. After negotiating peace with the Prince_of_Dorne_(father_of_Maron), Baelor found that Aemon's cage was now suspended over a pit of vipers. Lord Wyl obeyed the king's command to release the Dragonknight from captivity, but gave the key to Baelor instead of having his men open the cage. The Wyls are said to have wagered upon the Targaryen cousins' chances during their successful escape from the pit of venomous snakes."
Wyl of Wyl,Wyl_of_Wyl,"The Wyl of Wyl was the Lord of Wyl and head of House Wyl during the First Dornish War. He was also known as Widow-lover, and had at least one son, Walter_Wyl. His given name is unknown.[N 1] In the First Dornish War, Lord Wyl ambushed the forces of Lord Orys_Baratheon as they tried to assault the Boneway. The cunning Dornishmen launched a night raid, raining rocks, arrows and spears from above. In the end, the Boneway was blocked both before and behind, and Orys was captured by the Wyl of Wyl. Orys remained the Wyl's captive for years, until the Targaryens ransomed him and his men back in 7 AC for each man's weight in gold. When the captives were freed, however, the Wyl had their sword hands chopped off so they could not be used again against Dorne. It is said that, after the release of Orys and the other lords, the war entered a new stage, as King Aegon_I_Targaryen was by now intent on revenge. According to Maester Yandel, the Wyl of Wyl committed infamous deeds which are still remembered in Fawnton and Old Oak. According to Archmaester Gyldayn, the Wyl of Wyl turned up uninvited to the wedding of Ser Jon_Cafferen, the heir to Fawnton, and Alys_Oakheart, the daughter of Lord Oakheart, in 12 AC. He murdered Lord Oakheart and most of the guests, forcing Alys to watch as Jon was castrated. Alys and her handmaids were then raped by the Wyl and his men and sold off to a Myrish slaver. Gyldayn calls this ""the most infamous act"" of the First Dornish War. Lord Walter_Wyl, the son of the Widow-lover, led a host for the Vulture_King_(Aenys_I) in 37 AC during the Second Dornish War. After defeating the Dornishmen at Stonehelm, Orys Baratheon chopped off Walter's hands and feet as vengeance for his father's behavior years earlier."
Wyland Wyl,Wyland_Wyl,"Wyland Wyl was a nobleman of House Wyl during the regency of King Aegon_III_Targaryen. The young Princess Aliandra_Martell encouraged Dornish noblemen to raid the stormlands. In 133 AC, Ser Steffon_Connington pursued a small band of Dornish raiders across the Dornish Marches, but rode too far. Ignorant of what lied ahead, Steffon was ambushed and slain by Wyland Wyl."
Wylis Manderly,Wylis_Manderly,"Wylis Manderly is a knight of House Manderly. He is the eldest son and heir of Wyman_Manderly, Lord of White Harbor. Wylis is married to Leona_Woolfield and has two daughters, Wynafryd_Manderly and Wylla_Manderly."
Wylla,Wylla,"Wylla was the wet nurse to Edric_Dayne, who believes her to be the mother of Jon_Snow. Wylla was the wet nurse of Edric_Dayne. She worked at Starfall for many years."
Wylla Fenn,Wylla_Fenn,"Wylla Fenn was a noblewoman from House Fenn. She was the mother of Lord Brandon_Stark_(son_of_Cregan)'s bastard son, Lonnel_Snow."
Wylla Manderly,Wylla_Manderly,Wylla Manderly is the second daughter of Ser Wylis_Manderly and Leona_Woolfield.
Wylla of Wyl,Wylla_of_Wyl,"Wylla of Wyl was a warrior-maid of House Wyl. At the Battle by the Bloody Pool, she fought beside Yoren_Yronwood, and was turned back by King Durran the Young of the Stormlands."
Wyllis,Wyllis,"Wyllis was a maester of the Citadel. Wyllis journeyed to Hardhome on a Pentoshi trader and established himself among the Free Folk, under the protection of the chieftain Gorm, to write down their customs while practicing as a healer and counselor. When Gorm was murdered in a drunken brawl, Wyllis found himself in mortal danger and fled back to Oldtown, where he wrote Hardhome: An Account of Three Years Spent Beyond-the-Wall among Savages, Raiders, and Woods-witches. The year after the illuminations were done, Wyllis vanished. It was said in the Citadel that he was last seen at the docks, looking for a ship that would take him to Eastwatch-by-the-Sea"
Wyman Manderly,Wyman_Manderly,"Wyman Manderly is the Lord of White Harbor and the head of House Manderly. He also holds several honorary titles: Warden of the White Knife, Shield of the Faith, Defender of the Dispossessed, Lord Marshal of the Mander, and Knight of the Order of the Green Hand. A widower for the past eight years, Wyman has two adult sons, Ser Wylis_Manderly and Ser Wendel_Manderly. In the television adaptation Game of Thrones, Wyman is portrayed by Sean Blowers. Wyman loved to ride horses as a boy and he won some small acclaim in the lists when he was a young man. However, he has grown too big to ride. Wyman participated in the Battle of the Trident during Robert's Rebellion. He granted the Wolf's Den to Ser Bartimus after the latter saved Wyman's life in the battle. Lord Manderly has been a widower since about 291 AC."
Wyman Webber,Wyman_Webber,"Wyman Webber was the Lord of Coldmoat and the head of House Webber during the reign of King Daeron_II_Targaryen. Wyman was good friends with Ser Eustace_Osgrey until the First Blackfyre Rebellion. He fought at the Battle of the Redgrass Field for House Targaryen. Lord Wyman died in the Great Spring Sickness. He dictated, in his will, that his daughter Rohanne_Webber would have to be married by the second anniversary of his death, or else the lands and income of Coldmoat would pass to his cousin, Ser Wendell_Webber."
Wynafrei Whent,Wynafrei_Whent,Wynafrei Whent is a noblewoman of House Whent and the wife of Ser Danwell_Frey. Wynafrei has no children but had many stillbirths and miscarriages.
Wynafryd Manderly,Wynafryd_Manderly,Wynafryd Manderly is the eldest daughter of Ser Wylis_Manderly and Leona_Woolfield.
Wynton Stout,Wynton_Stout,"Wynton Stout is a knight from House Stout and a ranger of the Night's Watch. Thirty years before the War of the Five Kings, Ser Wynton came within a dozen votes of being named Lord Commander of the Night's Watch. He has been a ranger in the Night's Watch for nearly eighty years. His mental state has significantly deteriorated within the last ten years."
